,movie_id,average_sentiment
309,22454,4.0
310,22458,1.0
311,22462,2.0
312,22495,2.0
313,22599,2.0
314,22628,2.0
315,22630,4.0
316,22694,2.0
317,22718,2.0
318,22732,2.0
319,22778,2.0
320,22782,3.0
321,22787,2.0
322,22792,2.0
323,22807,2.0
324,22817,2.0
325,22834,2.0
326,22835,4.0
327,22879,2.0
328,22882,2.0
329,22883,2.0
330,22913,2.5
331,22958,2.0
332,22981,2.0
333,22991,2.0
334,22994,2.0
335,23027,2.0
336,23037,2.0
337,23042,4.0
338,23049,2.0
339,23054,2.0
340,23158,2.0
341,23180,2.0
342,23194,2.0
343,23202,2.0
344,23213,2.0
345,23238,2.0
346,23245,2.0
347,23249,2.0
348,23251,2.5
349,23266,2.0
350,23285,2.0
351,23293,3.5
352,23300,1.0
353,23302,2.0
354,23303,2.0
355,23305,2.0
356,23312,4.0
357,23327,2.0
358,23333,2.0
359,23349,2.0
360,23362,2.0
361,23369,1.0
362,23395,2.0
363,23427,3.0
364,23439,2.0
365,23458,2.0
366,23551,3.0
367,23563,4.0
368,23578,4.0
369,23583,3.0
370,23590,2.0
371,23613,3.0
372,23622,2.0
373,23634,2.0
374,23640,2.0
375,23642,2.0
376,23649,2.5
377,23685,2.0
378,23686,2.0
379,23694,3.0
380,23753,0.0
381,23775,3.0
382,23785,2.0
383,23808,2.0
384,23814,2.0
385,23817,2.0
386,23848,2.0
387,23858,4.0
388,23876,3.0
389,23902,2.0
390,23923,1.0
391,23926,2.0
392,23937,2.0
393,23940,2.0
394,23948,4.0
395,23950,2.0
396,23960,3.0
397,23969,3.0
398,24028,2.0
399,24034,2.0
400,24054,2.0
401,24069,2.0
402,24083,2.0
403,24092,2.0
404,24120,2.0
405,24124,2.0
406,24166,2.0
407,24183,2.0
408,24184,1.5
409,24188,3.5
410,24210,3.0
411,24216,3.0
412,24235,2.0
413,24252,2.0
414,24264,2.0
415,24316,4.0
416,24335,4.0
417,24353,2.0
418,24368,2.0
419,24402,2.0
420,24450,2.0
421,24473,4.0
422,24481,3.0
423,24548,2.0
424,24554,2.0
425,24601,4.0
426,24659,2.0
427,24660,1.0
428,24706,3.0
429,24747,2.0
430,24803,2.0
431,24831,2.0
432,24844,2.0
433,24852,2.0
434,24873,2.0
435,24894,2.5
436,24914,2.0
437,24933,3.0
438,25004,3.0
439,25132,2.0
440,25164,3.0
441,25187,2.0
442,25263,2.0
443,25272,4.0
444,25290,2.0
445,25301,2.0
446,25316,3.0
447,25318,2.0
448,25330,2.0
449,25335,2.0
450,25373,2.0
451,25409,2.0
452,25413,3.0
453,25424,2.0
454,25452,2.0
455,25456,2.0
456,25461,3.0
457,25464,2.0
458,25492,2.0
459,25494,2.0
460,25586,1.5
461,25590,2.0
462,25591,4.0
463,25592,2.0
464,25610,3.0
465,25641,2.0
466,25746,4.0
467,25747,2.0
468,25759,2.0
469,25803,2.0
470,25862,3.0
471,25873,3.0
472,25878,2.0
473,25905,2.0
474,25913,2.0
475,25919,2.0
476,25929,2.0
477,25948,2.0
478,26029,4.0
479,26040,2.0
480,26123,2.0
481,26132,2.0
482,26138,3.5
483,26174,2.0
484,26202,2.0
485,26221,2.5
486,26246,2.0
487,26252,3.0
488,26258,2.0
489,26261,2.0
490,26276,4.0
491,26312,2.0
492,26362,3.0
493,26394,2.0
494,26406,3.0
495,26465,2.0
496,26529,2.0
497,26549,2.0
498,26614,2.0
499,26663,2.0
500,26685,2.0
501,26714,2.0
502,26721,2.0
503,26743,2.0
504,26752,2.5
505,26756,2.0
506,26768,2.0
507,26778,2.0
508,26866,2.0
509,26868,2.0
510,26912,1.0
511,26921,2.0
512,26966,2.0
513,26971,2.0
514,26983,2.0
515,27075,4.0
516,27089,4.0
517,27090,2.0
518,27113,4.0
519,27125,3.0
520,27131,3.0
521,27133,2.0
522,27194,2.0
523,27214,2.0
524,27258,2.0
525,27286,2.0
526,27302,2.0
527,27307,2.0
528,27311,1.0
529,27327,2.0
530,27331,2.0
531,27336,2.0
532,27342,2.0
533,27347,2.0
534,27367,2.0
535,27376,3.0
536,27387,2.0
537,27407,4.0
538,27438,2.5
539,27442,3.0
540,27462,2.0
541,27478,2.0
542,27481,2.0
543,27515,2.0
544,27521,2.0
545,27532,2.0
546,27630,2.0
547,27652,2.0
548,27657,2.0
549,27664,2.0
550,27686,2.0
551,27698,2.0
552,27714,2.0
553,27752,2.0
554,27765,2.0
555,27796,2.0
556,27800,3.0
557,27859,2.0
558,27869,3.0
559,27876,3.0
560,27884,2.0
561,27893,3.0
562,27948,2.0
563,27959,2.0
564,27977,3.0
565,27996,4.0
566,28004,2.0
567,28010,2.0
568,28021,2.0
569,28030,2.0
570,28074,2.0
571,28096,2.0
572,28118,3.0
573,28119,3.0
574,28141,4.0
575,28167,4.0
576,28201,2.0
577,28203,2.0
578,28212,2.0
579,28231,3.0
580,28232,2.0
581,28241,2.0
582,28275,2.0
583,28333,4.0
584,28346,2.0
585,28358,3.0
586,28436,2.0
587,28445,2.0
588,28484,2.0
589,28496,2.0
590,28509,1.0
591,28557,2.0
592,28597,3.0
593,28663,2.0
594,28670,2.0
595,28683,3.5
596,28691,2.0
597,28697,2.0
598,28772,4.0
599,28944,2.0
600,28945,2.0
601,28950,3.0
602,29080,2.0
603,29146,2.0
604,29162,3.0
605,29179,2.0
606,29192,2.0
607,29201,3.0
608,29284,0.0
609,29314,2.0
610,29335,2.0
611,29442,2.0
612,29453,2.0
613,29499,2.0
614,29539,2.0
615,29546,2.0
616,29557,2.0
617,29583,2.0
618,29604,2.0
619,29606,2.0
620,29608,2.0
621,29611,3.0
622,29658,2.0
623,29671,0.0
624,29682,3.0
625,29725,2.0
626,29747,2.0
627,29772,2.0
628,29808,3.0
629,29811,2.0
630,29843,3.5
631,29844,2.0
632,29850,2.0
633,29864,2.0
634,29870,4.0
635,29892,2.0
636,29923,4.0
637,29942,2.0
638,29947,3.5
639,29957,1.0
640,29989,2.0
641,29992,4.0
642,30149,2.0
643,30174,2.0
644,30241,2.0
645,30265,2.0
646,30287,2.0
647,30341,3.0
648,30372,2.0
649,30413,2.0
650,30518,2.0
651,30522,2.0
652,30523,2.0
653,30569,2.0
654,30637,3.0
655,30643,3.0
656,30657,2.0
657,30714,2.0
658,30732,2.0
659,30744,2.0
660,30746,3.0
661,30754,2.0
662,30824,3.0
663,30848,2.0
664,30879,2.0
665,30922,2.0
666,30944,3.0
667,30993,3.0
668,31022,3.0
669,31055,2.0
670,31058,2.0
671,31060,2.0
672,31066,2.0
673,31067,2.0
674,31072,2.0
675,31084,2.0
676,31088,4.0
677,31143,2.0
678,31147,2.0
679,31152,2.0
680,31173,2.0
681,31178,1.0
682,31210,3.0
683,31225,3.0
684,31229,2.0
685,31235,2.5
686,31252,2.0
687,31289,2.0
688,31322,2.0
689,31334,2.6666666666666665
690,31359,3.0
691,31381,3.0
692,31385,2.0
693,31394,2.0
694,31398,3.0
695,31442,2.0
696,31448,3.0
697,31455,4.0
698,31473,2.0
699,31477,2.0
700,31505,2.0
701,31514,2.0
702,31516,2.0
703,31536,2.0
704,31575,2.0
705,31580,2.0
706,31602,2.0
707,31614,2.0
708,31647,2.0
709,31650,2.0
710,31679,2.3333333333333335
711,31680,2.0
712,31725,2.0
713,31742,3.5
714,31746,2.0
715,31747,2.0
716,31750,2.0
717,31754,4.0
718,31762,3.0
719,31796,2.0
720,31804,2.0
721,31826,3.0
722,31828,2.0
723,31831,3.0
724,31842,3.0
725,31851,2.0
726,31867,2.0
727,31877,2.0
728,31885,2.0
729,31951,4.0
730,31968,3.0
731,31971,2.0
732,31983,4.0
733,32045,2.0
734,32110,2.0
735,32125,1.5
736,32138,3.4
737,32143,1.0
738,32145,4.0
739,32153,3.0
740,32154,2.0
741,32155,3.0
742,32156,2.0
743,32194,2.0
744,32215,2.0
745,32234,2.0
746,32245,2.0
747,32258,1.0
748,32285,4.0
749,32290,2.0
750,32338,3.0
751,32339,3.0
752,32349,2.0
753,32366,3.0
754,32376,4.0
755,32390,1.0
756,32432,2.0
757,32455,3.5
758,32484,3.0
759,32520,2.0
760,32536,2.0
761,32551,4.0
762,32553,2.0
763,32554,2.0
764,32559,2.0
765,32599,4.0
766,32609,2.0
767,32610,2.0
768,32611,2.0
769,32635,2.5
770,32636,2.0
771,32637,2.0
772,32638,2.0
773,32643,2.0
774,32651,2.0
775,32676,2.0
776,32701,2.0
777,32762,3.0
778,32811,2.0
779,32818,3.0
780,32828,2.0
781,32829,2.0
782,32842,3.0
783,32863,2.0
784,32873,2.0
785,32881,2.0
786,32903,4.0
787,32904,3.3333333333333335
788,32910,3.0
789,32946,3.0
790,32976,2.4
791,32981,4.0
792,33022,3.0
793,33028,2.0
794,33029,2.0
795,33031,2.0
796,33045,3.0
797,33105,2.0
798,33107,2.0
799,33149,2.0
800,33152,4.0
801,33234,2.0
802,33253,2.0
803,33281,2.0
804,33313,2.0
805,33317,2.0
806,33373,2.0
807,33382,2.0
808,33398,2.0
809,33432,4.0
810,33436,2.0
811,33455,2.0
812,33467,3.0
813,33477,2.0
814,33517,2.0
815,33533,2.0
816,33553,2.0
817,33558,2.0
818,33563,2.0
819,33627,2.5
820,33650,2.0
821,33651,2.0
822,33661,2.0
823,33676,2.0
824,33677,2.0
825,33712,3.0
826,33717,2.0
827,33723,3.0
828,33729,3.0
829,33739,2.0
830,33740,2.5
831,33754,2.0
832,33774,2.0
833,33787,2.0
834,33804,2.0
835,33821,2.0
836,33836,2.0
837,33849,1.0
838,33867,2.0
839,33870,2.75
840,33871,2.0
841,33873,2.0
842,33874,2.0
843,33879,2.0
844,33891,2.0
845,33902,2.0
846,33945,2.0
847,33948,2.0
848,34012,2.5
849,34091,2.0
850,34167,3.0
851,34175,3.0
852,34198,2.0
853,34204,2.0
854,34224,2.0
855,34232,2.0
856,34236,2.0
857,34240,2.0
858,34248,1.0
859,34274,0.0
860,34298,2.0
861,34303,3.0
862,34384,2.0
863,34386,2.0
864,34398,2.0
865,34409,2.0
866,34428,2.0
867,34433,2.0
868,34445,2.0
869,34449,4.0
870,34458,2.0
871,34465,2.0
872,34478,2.0
873,34492,1.75
874,34493,1.0
875,34513,2.0
876,34514,2.0
877,34522,3.0
878,34540,2.0
879,34546,2.0
880,34583,3.5
881,34586,2.0
882,34587,2.0
883,34591,2.0
884,34618,2.0
885,34646,1.0
886,34681,2.0
887,34711,2.5
888,34716,2.0
889,34717,2.0
890,34734,3.0
891,34753,2.0
892,34754,2.0
893,34778,3.0
894,34784,2.0
895,34786,3.0
896,34798,2.0
897,34801,4.0
898,34810,2.0
899,34856,2.0
900,34862,2.6666666666666665
901,34881,2.0
902,34883,2.0
903,34890,2.0
904,34891,2.0
905,34902,2.0
906,34922,2.0
907,34936,2.0
908,34946,2.0
909,34978,2.0
910,34985,1.0
911,35015,2.0
912,35017,2.0
913,35018,2.0
914,35019,2.0
915,35047,2.0
916,35082,1.0
917,35093,3.3333333333333335
918,35096,2.0
919,35103,2.0
920,35105,2.0
921,35140,3.0
922,35151,2.0
923,35153,2.0
924,35160,2.0
925,35169,4.0
926,35209,2.0
927,35211,2.0
928,35238,4.0
929,35252,2.0
930,35262,2.0
931,35272,2.0
932,35279,2.0
933,35308,2.0
934,35317,3.0
935,35318,3.0
936,35320,2.0
937,35369,3.0
938,35417,2.0
939,35421,2.0
940,35429,4.0
941,35432,2.0
942,35446,2.0
943,35521,2.0
944,35537,2.0
945,35567,2.0
946,35575,3.0
947,35583,2.0
948,35605,2.0
949,35608,3.0
950,35616,2.0
951,35640,2.0
952,35671,2.0
953,35703,2.0
954,35733,2.0
955,35751,2.0
956,35753,2.0
957,35769,1.0
958,35771,2.0
959,35798,1.5
960,35799,4.0
961,35807,2.0
962,35854,2.0
963,35855,2.0
964,35856,2.0
965,35881,2.0
966,35884,2.0
967,35896,2.0
968,35899,2.0
969,35940,2.0
970,35957,2.0
971,35966,3.0
972,35979,2.0
973,36022,2.0
974,36027,3.0
975,36037,2.0
976,36055,2.0
977,36098,2.0
978,36112,4.0
979,36120,2.0
980,36125,2.0
981,36126,2.0
982,36135,3.0
983,36152,2.0
984,36154,2.0
985,36174,2.0
986,36184,2.0
987,36189,2.0
988,36202,2.0
989,36203,2.0
990,36217,3.0
991,36218,4.0
992,36233,2.0
993,36241,2.5
994,36260,2.0
995,36261,4.0
996,36323,2.0
997,36326,2.0
998,36341,2.0
999,36342,3.0
1000,36348,3.0
1001,36349,1.0
1002,36376,2.0
1003,36384,2.0
1004,36395,3.0
1005,36398,2.0
1006,36400,2.0
1007,36407,2.0
1008,36428,2.0
1009,36430,2.0
1010,36434,2.0
1011,36495,2.0
1012,36497,2.0
1013,36506,2.0
1014,36515,2.0
1015,36549,2.0
1016,36613,2.6666666666666665
1017,36621,2.0
1018,36625,2.0
1019,36629,2.0
1020,36630,2.0
1021,36641,2.0
1022,36659,2.0
1023,36671,2.0
1024,36673,2.0
1025,36677,2.0
1026,36695,2.0
1027,36699,2.0
1028,36706,1.0
1029,36709,2.0
1030,36715,3.0
1031,36716,2.0
1032,36719,2.0
1033,36723,2.0
1034,36731,2.0
1035,36775,3.0
1036,36777,2.0
1037,36810,1.0
1038,36855,2.0
1039,36868,3.0
1040,36872,2.0
1041,36891,2.0
1042,36910,2.0
1043,36914,2.0
1044,36931,1.0
1045,36940,2.0
1046,36947,2.0
1047,36959,2.0
1048,36969,2.5
1049,36983,2.0
1050,37008,2.5
1051,37017,2.0
1052,37027,2.0
1053,37055,2.0
1054,37059,4.0
1055,37061,2.0
1056,37075,2.5
1057,37077,4.0
1058,37094,2.0
1059,37098,2.0
1060,37099,2.0
1061,37101,3.0
1062,37120,2.0
1063,37166,2.0
1064,37179,2.5
1065,37248,2.0
1066,37256,2.0
1067,37303,3.0
1068,37318,2.0
1069,37323,3.0
1070,37330,3.0
1071,37343,3.0
1072,37365,2.0
1073,37366,2.0
1074,37382,2.0
1075,37415,2.0
1076,37469,2.0
1077,37474,2.0
1078,37480,2.0
1079,37494,2.0
1080,37508,2.0
1081,37514,0.0
1082,37515,2.5
1083,37520,2.0
1084,37530,2.0
1085,37536,3.0
1086,37549,3.0
1087,37557,3.0
1088,37558,3.0
1089,37595,3.6666666666666665
1090,37611,3.0
1091,37615,2.0
1092,37627,3.0
1093,37630,2.0
1094,37632,2.0
1095,37635,2.5
1096,37638,1.75
1097,37640,2.0
1098,37644,3.0
1099,37671,3.0
1100,37674,3.0
1101,37690,2.0
1102,37691,1.3333333333333333
1103,37709,2.0
1104,37736,2.0
1105,37749,2.0
1106,37761,2.5
1107,37793,2.0
1108,37794,2.0
1109,37795,1.0
1110,37800,3.0
1111,37820,2.0
1112,37824,4.0
1113,37859,4.0
1114,37865,1.3333333333333333
1115,37884,3.75
1116,37911,2.0
1117,37913,3.5
1118,37929,2.0
1119,37931,2.0
1120,37980,1.0
1121,37981,2.0
1122,37988,3.0
1123,38034,2.0
1124,38057,2.25
1125,38080,2.0
1126,38108,3.0
1127,38109,2.0
1128,38116,3.0
1129,38123,3.0
1130,38166,2.0
1131,38190,4.0
1132,38202,2.0
1133,38213,4.0
1134,38238,2.0
1135,38243,2.0
1136,38250,3.0
1137,38260,2.0
1138,38275,2.0
1139,38279,3.0
1140,38289,3.0
1141,38300,1.5
1142,38338,2.0
1143,38341,2.0
1144,38348,2.0
1145,38355,2.75
1146,38360,3.0
1147,38363,4.0
1148,38369,4.0
1149,38383,2.0
1150,38387,2.0
1151,38409,2.5
1152,38417,2.0
1153,38418,2.0
1154,38434,2.0
1155,38453,3.0
1156,38455,2.0
1157,38458,1.0
1158,38461,2.0
1159,38492,2.5
1160,38494,3.0
1161,38505,2.0
1162,38510,2.0
1163,38559,2.0
1164,38574,3.0
1165,38577,2.0
1166,38578,2.0
1167,38589,2.0
1168,38615,2.0
1169,38650,3.4
1170,38669,2.5
1171,38687,2.0
1172,38694,2.0
1173,38704,3.0
1174,38718,2.0
1175,38727,2.0
1176,38733,4.0
1177,38762,3.0
1178,38765,2.0
1179,38769,2.0
1180,38777,2.0
1181,38782,2.0
1182,38787,3.0
1183,38823,2.0
1184,38854,2.3333333333333335
1185,38855,2.0
1186,38890,3.0
1187,38905,2.0
1188,38913,2.0
1189,38924,2.0
1190,38934,2.0
1191,38937,1.5
1192,38965,2.0
1193,38969,2.0
1194,38975,2.0
1195,38984,2.0
1196,38988,1.5
1197,38991,2.75
1198,39017,2.0
1199,39035,2.0
1200,39037,2.0
1201,39045,2.0
1202,39067,2.0
1203,39091,2.0
1204,39111,2.0
1205,39116,2.0
1206,39152,2.3333333333333335
1207,39169,1.0
1208,39181,2.0
1209,39190,4.0
1210,39192,3.0
1211,39208,2.0
1212,39211,2.0
1213,39224,3.0
1214,39236,2.0
1215,39251,3.0
1216,39262,2.0
1217,39266,3.0
1218,39286,2.5
1219,39294,4.0
1220,39302,1.5
1221,39305,2.0
1222,39306,2.5
1223,39313,2.0
1224,39335,3.0
1225,39337,3.0
1226,39338,2.0
1227,39340,2.0
1228,39365,2.0
1229,39394,2.0
1230,39396,1.5
1231,39398,2.0
1232,39410,2.0
1233,39416,3.0
1234,39417,4.0
1235,39420,2.0
1236,39421,2.0
1237,39428,2.0
1238,39453,2.0
1239,39482,2.0
1240,39502,2.0
1241,39515,2.0
1242,39545,2.0
1243,39566,2.0
1244,39587,2.0
1245,39589,2.0
1246,39594,2.0
1247,39595,2.0
1248,39628,3.0
1249,39631,2.0
1250,39645,2.0
1251,39651,2.0
1252,39661,2.0
1253,39676,2.5
1254,39677,3.0
1255,39689,4.0
1256,39694,1.0
1257,39725,2.0
1258,39743,2.0
1259,39757,2.6666666666666665
1260,39761,2.5
1261,39768,2.5
1262,39776,3.0
1263,39808,2.0
1264,39822,2.0
1265,39826,3.0
1266,39834,2.0
1267,39850,2.0
1268,39853,2.0
1269,39871,1.0
1270,39881,2.0
1271,39895,2.0
1272,39897,2.0
1273,39927,2.0
1274,39935,2.0
1275,39937,2.0
1276,39947,3.0
1277,39998,2.0
1278,40019,2.0
1279,40067,2.0
1280,40068,3.0
1281,40071,2.0
1282,40080,2.0
1283,40160,3.0
1284,40178,2.0
1285,40185,2.0
1286,40202,2.0
1287,40221,2.0
1288,40242,2.0
1289,40257,2.0
1290,40271,2.0
1291,40308,2.0
1292,40335,4.0
1293,40338,3.0
1294,40366,3.0
1295,40367,4.0
1296,40369,2.0
1297,40407,4.0
1298,40418,2.0
1299,40427,3.0
1300,40444,2.0
1301,40455,2.0
1302,40477,2.0
1303,40497,2.0
1304,40499,2.0
1305,40505,2.0
1306,40506,3.0
1307,40522,2.6666666666666665
1308,40525,2.0
1309,40536,3.5
1310,40547,2.0
1311,40550,2.0
1312,40552,2.0
1313,40559,2.0
1314,40560,2.0
1315,40580,2.0
1316,40594,2.0
1317,40607,2.5
1318,40613,3.0
1319,40626,2.0
1320,40636,2.0
1321,40643,2.0
1322,40652,2.0
1323,40662,2.0
1324,40665,2.0
1325,40679,2.0
1326,40695,1.0
1327,40705,3.5
1328,40712,2.0
1329,40723,2.0
1330,40724,2.5
1331,40725,4.0
1332,40737,2.0
1333,40740,2.0
1334,40745,4.0
1335,40746,2.0
1336,40751,2.0
1337,40755,2.0
1338,40761,4.0
1339,40766,3.0
1340,40795,3.0
1341,40802,2.0
1342,40806,2.0
1343,40808,2.0
1344,40820,3.0
1345,40823,3.0
1346,40829,2.0
1347,40843,3.0
1348,40848,2.0
1349,40866,2.0
1350,40872,2.0
1351,40876,2.0
1352,40897,2.5
1353,40906,2.0
1354,40965,2.0
1355,40970,3.0
1356,40978,2.6666666666666665
1357,40979,2.0
1358,40980,1.0
1359,41082,2.0
1360,41085,2.0
1361,41088,2.0
1362,41090,4.0
1363,41094,2.0
1364,41107,1.0
1365,41113,2.0
1366,41141,2.0
1367,41154,2.0
1368,41158,1.0
1369,41162,2.0
1370,41163,4.0
1371,41172,1.0
1372,41175,1.0
1373,41178,2.0
1374,41182,2.0
1375,41189,2.0
1376,41198,4.0
1377,41207,0.0
1378,41231,2.0
1379,41238,2.0
1380,41239,2.0
1381,41245,2.0
1382,41253,3.0
1383,41259,2.0
1384,41268,2.5
1385,41300,2.0
1386,41327,2.0
1387,41332,2.0
1388,41340,2.0
1389,41346,2.0
1390,41368,2.0
1391,41378,1.0
1392,41386,2.0
1393,41387,1.0
1394,41423,2.0
1395,41452,1.0
1396,41473,3.0
1397,41487,2.0
1398,41498,2.0
1399,41507,2.0
1400,41509,2.0
1401,41546,3.0
1402,41571,2.0
1403,41587,2.0
1404,41594,3.0
1405,41600,2.0
1406,41604,2.0
1407,41615,3.0
1408,41619,2.0
1409,41627,3.0
1410,41650,3.0
1411,41652,2.0
1412,41663,2.0
1413,41667,2.0
1414,41671,2.0
1415,41694,2.0
1416,41699,2.0
1417,41716,3.0
1418,41718,2.0
1419,41719,2.0
1420,41735,3.0
1421,41737,3.0
1422,41744,2.0
1423,41761,4.0
1424,41786,1.0
1425,41790,2.5
1426,41822,1.0
1427,41838,3.0
1428,41841,3.0
1429,41842,2.0
1430,41855,2.0
1431,41859,3.0
1432,41866,2.5
1433,41870,2.0
1434,41871,2.0
1435,41886,2.0
1436,41890,2.0
1437,41931,2.0
1438,41944,2.0
1439,41954,2.0
1440,41955,2.0
1441,41958,2.0
1442,41959,2.4
1443,41968,1.0
1444,41996,2.5
1445,42004,1.0
1446,42033,4.0
1447,42040,3.0
1448,42041,2.0
1449,42046,2.0
1450,42176,2.0
1451,42179,2.0
1452,42192,3.25
1453,42200,2.0
1454,42206,3.0
1455,42208,2.0
1456,42233,2.0
1457,42235,2.0
1458,42265,3.5
1459,42275,2.0
1460,42276,2.6666666666666665
1461,42281,1.0
1462,42287,2.0
1463,42324,2.0
1464,42327,2.0
1465,42332,3.0
1466,42344,3.0
1467,42355,3.0
1468,42367,2.0
1469,42369,4.0
1470,42376,3.0
1471,42384,2.0
1472,42393,2.0
1473,42436,2.0
1474,42451,2.0
1475,42490,2.0
1476,42524,2.0
1477,42529,2.0
1478,42530,2.0
1479,42531,1.5
1480,42541,2.0
1481,42544,3.0
1482,42546,3.6666666666666665
1483,42553,2.0
1484,42579,2.0
1485,42593,2.5
1486,42619,2.0
1487,42629,2.0
